image_url street_wid sidewalk_wid g1q2_left g1q2_right public_art V1 diag hor vert red green blue bairro setor V3.Feminino distance.Feminino V3.Casado distance.Casado V3.Masculino distance.Masculino V3.Baixa distance.Baixa V3.CCatole distance.CCatole V3.Jovem distance.Jovem V3.NCCatole distance.NCCatole V3.Geral distance.Geral V3.Medio distance.Medio V3.Solteiro distance.Solteiro V3.Media distance.Media V3.Pos distance.Pos V3.Adulto distance.Adulto V3.NCCentro distance.NCCentro V3.CCentro distance.CCentro V3.NCLiberdade distance.NCLiberdade V3.CLiberdade distance.CLiberdade g2count mov_cars park_cars g2q2_left g2q2_right mov_ciclyst g3count debris g3q1_left g3q1_right pavement g3q2_left g3q2_right landscape g3q3_left g3q3_right g4count courtyards major_landsc g5count build_ident build_nrectan g6count prop_street_wall g6q1_left g6q1_right prop_wind g6q2_left g6q2_right g7count long_sight prop_sky_ahead prop_sky_across g7q3_left g7q3_right g8count graffiti trees g8q2_left g8q2_right small_planters g8q3_left g8q3_right g9count build_height g9q1_left g9q1_right g10count build_diff_ages diff_build prop_hist_build g11count outdoor_table g11q2_left g11q2_right street_furnit g11q3_left g11q3_right g12count basic_col lights g12q2_left g12q2_right accent_col g13count people g13q1_left g13q1_right prop_active_use g13q2_left g13q2_right area rank index diff mode
centro/Rua_Pedro_Alvares_Cabral__129_90.jpg 29.2 4.5908549945105 4.33333333333333 5.4 0.2 agradavel? 2 107 2 128.180508 127.131325 120.353877 centro 250400905000013 5.11193917774 0.00289320291933164 4.82182369977 0.00292413410766973 3.97928270821 0.00824566604594597 3.93896953814 0.00240442337853312 NA NA 4.47520381789 0.00404418410099933 NA NA 4.35398113159 0.0061292492709348 5.15527283299 0.00684831752342978 4.40525917491 0.00518555970171585 4.64025613968 0.00371820013022062 4.66630886777 0.00188956983695126 3.77022304945 0.00175900681746214 1.87908496732 0 4.372650034 0.00332179936483077 NA NA NA NA 39 0.487179487179487 0.641025641025641 0 0.657894736842105 0.256410256410256 1 1 1 1 2 2 2 2 2 2 20 0.1 0 1 2 2 4 0.7 0.7 0.7 0.2875 0.175 0.4 5 1 0.38 0.33 0.34 0.32 2 No 0 0 0 0 0 0 1 18.5 17 20 1 No 6 0 1 0 0 0 2 2 0 1 3 0 0 0 3 1 12 7 5 0.25 0 0.5 norte 67 91 -24 jovem
centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg 36 7.66666666666667 8 7.33333333333333 0 agradavel? 3 68 4 121.387926 123.476393 119.806224 centro 25040090500004 4.45199422677 0.00438614930333678 3.88103341575 0.00902900705695803 4.43659491685 0.00681458405265746 4.58102382899 0.00481305440871458 NA NA 4.74843841282 0.00263262671519497 NA NA 4.50921704374 0.00457925134308144 4.56383685709 0.000999376182599437 4.61176311004 0.0039824776214354 4.26708400665 0.00379495148460449 4.30302883852 0.00771702028496548 4.09171044986 0.0103730348511631 4.90476190476 0 4.47570037337 0.00386815950968203 NA NA NA NA 1 2 15 9 6 1 2 3.25 3 3.5 3 2.5 3.5 3.5 3.5 3.5 16 0.375 0.3125 1 2 0 4 0.9625 1 0.925 0.0375 0.075 0 1 0 0.4 0.3 0.3 0.3 1 No 2 1 1 0 0 0 1 15 10 20 1 No 6 0 1 0 0 0 0 0 0 1 3 0 0 0 3 7 2.28571428571429 1.42857142857143 0.857142857142857 0.585714285714286 0.685714285714286 0.485714285714286 norte 56 79 -23 jovem
catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg 32 6.66666666666667 6.66666666666667 6.66666666666667 0 agradavel? 5 50 8 117.703577 116.063171 106.835853 catole 250400905000062 4.54922128178 0.00219350434416762 4.56402354244 0.00295584539276903 4.54863246375 0.00533649725966884 4.82809387881 0.00246529228174333 4.37748814994 0.00906397001650899 4.65059455816 0.00389287916608038 4.64991022556 0.00492148652898853 4.44995317152 0.00532108031945903 4.02695830863 0.00312042872312131 4.38307626944 0.00296308288188222 4.29753342625 0.00434786605663019 4.30128495993 0.0028345463864604 4.01461354693 0.00207864517100771 NA NA NA NA NA NA NA NA 5 1 0.4 0.4 0 0 1 2 3 1 2 2 2 3 3 3 3 0 0 1 0 0 2 1 1 1 0 0 0 1 0 0.3 0.4 0.4 0.4 17 No 6.82352941176471 4 2.82352941176471 0.235294117647059 0.176470588235294 0.0588235294117647 4 15 17.5 10 3 yes 3.66666666666667 0 1 0 0 0 0 0 0 2 2.5 0 0 0 1.5 1 0 0 0 0.75 1 0.5 oeste 61 82 -21 jovem
centro/Rua_Doutor_Severino_Cruz__411__270.jpg 40 9.89795034535481 8 7.33333333333333 0 agradavel? 0 84 0 144.498691 145.224027 141.977536 centro 250400905000013 4.92523297249 0.00236938845745822 4.92022900222 0.00713191244802789 5.03593844251 0.00552481879333119 5.25042052843 0.00149589378859624 NA NA 5.49362054224 0.00500489091805728 NA NA 5.1724739377 0.00328647964570062 5.14242008756 0.00534188628804561 5.29018784411 0.00585883268554706 5.07910912437 0.00515419653015263 5.08375140955 0.00848344926205454 4.95329121799 0.0076950704321607 5.53703703704 0 4.69626078248 0.00713030097985885 NA NA NA NA 1 3 4 2 2 0 3 4 4 4 4 4 4 3.83333333333333 4 3.66666666666667 3 0 0 1 5 0 4 0.325 NA 0.325 0.375 NA 0.375 10 1.1 0.64 0.61 0.4 0.61 1 No 6 NA 6 0 NA 0 4 62.25 NA 62.25 1 yes 7 0 1 1 NA 1 2 NA 2 1 1 0 NA 0 1 8 3.875 0 3.875 0.8 0.5 0.8625 norte 26 46 -20 jovem
liberdade/Rua_Odon_Bezerra__306_90.jpg 40 7.33333333333333 7.33333333333333 7.33333333333333 0 agradavel? 11 94 21 133.495195 136.031426 132.174255 liberdade 250400905000095 4.45821461748 0.00271660732766374 4.39637454937 0.00188498775730953 5.06591462816 0.00782116889056532 5.07287370748 0.0094472101049904 NA NA 5.33486370889 0.00644216330270242 NA NA 4.98655290594 0.004683888475888 5.39409357888 0.0034875616069374 4.95108262975 0.00537004242528669 5.36056589166 0.00351045201772828 5.38600601059 0.00323169389837097 4.81675948657 0.0040191258495932 NA NA NA NA 5.07244887529 0.0128085725561796 4.95767939062 0.00216633244840286 45 4.02222222222222 1.02222222222222 0.285714285714286 0.790697674418605 0 117 4.16239316239316 4.05882352941176 4.31067961165049 3.41452991452991 3.3921568627451 3.50485436893204 3.46581196581197 3.46078431372549 3.44660194174757 3 0 0 1 2 2 4 0.4125 0.375 0.45 0.3375 0.5 0.175 3 1 0.566666666666667 0.3 0.333333333333333 0.266666666666667 1 No 4 2 2 0 0 0 2 27.75 23 32.5 2 No 6.5 0 5 0 0 0 1.4 1.2 0.2 1 2 0 0 0 1 1 1 1 0 1 1 1 oeste 31 51 -20 jovem
catole/Rua_Doutor_Antonio_Telha__68__270.jpg 30 8.33667964535723 NA 7.5 0 agradavel? 2 43 1 125.48776 127.514404 120.395465 catole 250400905000060 3.75287338409 0.00175082779654953 3.31085287427 0.00293983016852424 3.74150442249 0.00441200732301417 4.00624931679 0.00628026893218934 3.88961052051 0.00285434913813485 4.24131173715 0.00689945135356974 3.02010664738 0.00217067894258131 3.81594646409 0.00302978213517313 3.63350851544 0.00550779860239037 3.73136420831 0.00810624506446784 3.49776945857 0.00203383133291002 3.51441569693 0.00204893148357955 3.37848711203 0.00146668522491656 NA NA NA NA NA NA NA NA 1 0 2 2 0 0 1 1 NA 1 2 NA 2 1 NA 1 3 0 0 1 1 1 5 1 NA 1 0 NA 0 1 1 0.05 0.05 0.05 0.05 1 No 1 1 NA 0 0 NA 2 15 NA 15 2 No 2 0 3 0 NA 0 0 NA 0 2 1 0 NA 0 1.5 1 0 NA 0 0.6 NA 0.6 oeste 80 100 -20 jovem
centro/Avenida_Dom_Pedro_II__500_90.jpg 26 5.81578025023957 8 6 0 agradavel? 3 73 41 129.926787 129.633376 126.628532 centro 250400905000023 5.7274657398 0.00134378630865757 NA NA 5.51179831762 0.00652753046597142 5.97874054113 0.00268088554197194 NA NA 5.93646237462 0.00335277652217005 NA NA 5.58166625335 0.00466814650659333 6.22713956614 0.00178206034885649 NA NA 5.28963689855 0.00271367839639526 5.24924619713 0.00596338881438847 5.38983466484 0.00412157671639213 4.25661375661 0 5.44103026611 0.00427610952108051 NA NA NA NA 6 1.33333333333333 7.66666666666667 2.83333333333333 4.83333333333333 0.833333333333333 3 3.66666666666667 3.66666666666667 3.66666666666667 3.5 3.66666666666667 3.33333333333333 3.83333333333333 4 3.66666666666667 3 0 0 3 1 1.33333333333333 9 0.594444444444444 0.6 0.588888888888889 0.0555555555555556 0.0222222222222222 0.0888888888888889 1 0 0.5 0.5 0.5 0.5 1 No 4 3 1 0 0 0 1 20 20 20 2 No 4.5 0 1 0 0 0 2 0 2 1 2 0 0 0 2 6 0.833333333333333 0.166666666666667 0.666666666666667 0.933333333333333 0.883333333333333 0.983333333333333 norte 10 29 -19 jovem
catole/Rua_Deputado_Ascendino_Moura__101__270.jpg 38 4.81903567848964 NA 6.25 0 agradavel? 6 15 19 130.496758 131.01582 121.776126 catole 250400905000060 4.39589942873 0.00240917840860082 3.51044231162 0.00245422994696844 5.0656712929 0.00764614521621039 4.73130132461 0.00499911194677886 4.69205809023 0.00277482354540598 5.15188492018 0.00681296159501945 4.64114154525 0.00664819499799806 4.87748676482 0.0103460651153926 4.12989596645 0.00540298534563324 4.94286283995 0.00774574023106961 5.05186488734 0.00330347171582612 5.03919760132 0.00744121495885149 4.70030491789 0.00576854318547861 NA NA NA NA NA NA NA NA 6 0 1.16666666666667 0 1.16666666666667 0 1 4 4 4 4 4 4 4 4 4 22 0.227272727272727 0.181818181818182 1 0 0 30 0.955 NA 0.955 0.02 NA 0.02 1 1 0.5 0.7 NA 0.7 5 No 2.8 1 2.4 0 0 0 3 10 NA 10 3 No 2.33333333333333 0 2 0 0 0 1 0 1 1 1 0 NA 0 1 1 0 NA 0 1 NA 1 oeste 37 56 -19 jovem
liberdade/Rua_Edesio_Silva__602__0.jpg 30.4166666666667 6.4375 7.04166666666667 5.83333333333333 0 agradavel? 3 42 2 131.971644 132.108809 125.79998 liberdade 250400905000089 4.73465854948 0.00208138647553454 4.00988611274 0.00877348923536398 5.66938755933 0.00192795555159332 6.14486893144 0.00500644278443747 NA NA 5.74715101594 0.00814047804180782 NA NA 5.65547733966 0.011342183710099 5.9146670534 0.0035195183519401 5.60175390755 0.00654192272818194 5.35878822494 0.00255838386440765 5.35713117622 0.00269835213357811 5.27833600406 0.00284429576080474 NA NA NA NA 5.26385630665 0.00247430673178595 6.2458900361 0.00459074320243733 8 0.5 0.5 0 0.5 0 4 4 4 4 3.25 3.25 3.25 3.625 3.5 3.75 3 0 0 9 0 2.22222222222222 6 0.841666666666667 0.766666666666667 0.916666666666667 0 0 0 1 2 1 1 1 NA 1 No 6 2 4 1 1 0 1 10 10 10 2 No 4.5 0 9 0 0 0 1.33333333333333 0.444444444444444 0.888888888888889 1 2 0 0 0 2 3 0 0 0 0.483333333333333 0.533333333333333 0.433333333333333 oeste 14 32 -18 jovem
centro/Rua_Elias_Aforas__202_0.jpg 28 5.33333333333333 5.33333333333333 5.33333333333333 0 agradavel? 0 127 2 136.348516 138.192728 134.242767 centro 250400905000013 2.67623145657 0.00884602038650291 3.21243780262 0.0234296167045261 4.12013186245 0.0120200051267286 4.17188672893 0.00601970094752529 NA NA 4.41293391693 0.00345464815127445 NA NA 4.14009429716 0.0063870819128562 3.70411804416 0.013390244142756 4.10599359379 0.0032250746457587 4.41986890079 0.00419239169202749 4.43152546779 0.00382252782734061 3.81084497336 0.00314791072475955 6.41666666667 0 4.06506437197 0.00248115992654427 NA NA NA NA 1 0 0 NA 0 0 1 3.5 4 3 2.5 3 2 3 3 3 3 0 0 1 0 1 5 0.96 1 0.96 0 0 0 1 1 0.7 0.6 NA 0.6 1 Yes 2 0 2 0 0 0 1 10 NA 10 1 yes 4 0 4 0 0 0 0.25 0 0.25 1 2 0 0 0 2 8 0 0 0 0.4375 0.34 0.525 norte 71 89 -18 jovem
liberdade/Rua_Riachuelo__930__0.jpg 36 7 7 7 0 agradavel? 2 56 1 124.296901 124.997305 118.495983 liberdade 250400905000089 5.62951211218 0.00352733158943391 5.21024349176 0.0105168193319246 5.19587487538 0.00411297239295854 5.40803576478 0.0104120929573155 NA NA 5.57140027194 0.00392256568984511 NA NA 4.95249002179 0.00489873928259187 5.86435227066 0.00226824573003038 5.0484731133 0.00328479201653763 5.11738912393 0.00418665090533461 5.09490630164 0.00299820095198182 5.07578507486 0.00241013919169471 NA NA NA NA 5.15688499967 0.00224352737739881 5.27142170346 0.00231355160825361 5 0 1.6 1 0.6 0 1 4 4 4 4 4 4 4 4 4 3 0.333333333333333 0 1 0 0 3 0.8 0.833333333333333 0.766666666666667 0 0 0 1 2 0.1 1 1 NA 24 No 3.20833333333333 0.590909090909091 2.66666666666667 0 0 0 2 10 10 10 2 No 5 0 2 0 0 0 0 0 0 3 2.66666666666667 1 1 0 2 5 0.6 0 0.6 1 1 1 oeste 22 39 -17 jovem
centro/Rua_Capitao_Joao_de_Sa__45__0.jpg 33.5 6.25 6.25 6.25 0 agradavel? 34 56 31 122.942269 119.520684 115.176995 centro 250400905000013 3.75287398137 0.00538482078619272 3.29207798086 0.00526157098592154 3.55527771325 0.00355168566776518 4.26052538896 0.00406354190853865 NA NA 4.02903009034 0.00735315935441134 NA NA 3.66901199948 0.00693708156458925 4.49112259851 0.00092865632205984 3.75403549453 0.00864113760915608 3.06554858977 0.00397829536515302 3.0650176777 0.00213596386905194 3.27255879982 0.00277885041217814 4.42372134039 0 3.56209316279 0.00895028575346462 NA NA NA NA 31 0.354838709677419 10.6774193548387 4.74193548387097 5.93548387096774 0.0967741935483871 127 3.7755905511811 3.9 3.77868852459016 3.34251968503937 3.4375 3.37704918032787 2.8503937007874 3 2.87704918032787 18 0.5 0.0555555555555556 1 0 0 5 0.8 0.8 0.8 0.27 0.26 0.28 14 0.857142857142857 0.360714285714286 0.178571428571429 0.167857142857143 0.189285714285714 2 No 0 0 0 0.5 0 0.5 25 37.7 38.64 36.76 2 No 5.5 0 39 0 0 0 0.461538461538462 0.102564102564103 0.358974358974359 1 3 2 1 1 1 20 0.4 0 0.4 0.7875 0.8125 0.7625 norte 85 102 -17 jovem
centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg 28 6.25 6.5 6 0 agradavel? 2 74 2 131.728418 134.418421 131.609941 centro 250400905000013 3.93108825951 0.00690723439837546 3.62254193492 0.0047102408982473 4.42724610259 0.00344697634607257 4.68909691807 0.00296025282166906 NA NA 4.53734136675 0.00750051615489918 NA NA 4.37188509752 0.00480330665679279 3.98356926213 0.00311798840382004 4.28526715243 0.00359052589884729 4.33945897117 0.0060081764830678 4.32741645401 0.00422625744043893 4.03157973345 0.0037112319972829 2.83947159111 0 4.48322626555 0.00414580727715626 NA NA NA NA 5 1 4 1 3 0 1 2.5 2 3 3 3 3 3 3 3 3 0 0 3 0 0.666666666666667 3 0.95 1 0.9 0 0 0 5 1 0.6 0.625 0.59 0.66 1 Yes 0 0 0 0 0 0 1 10.5 11 10 4 No 2.75 0 3 0 0 0 0 0 0 3 2.33333333333333 0.666666666666667 0.666666666666667 0 1 6 0.166666666666667 0 0.166666666666667 0.575 0.4 0.7 norte 66 81 -15 jovem
