Avenida_Presidente_Getulio_Vargas__210__0.jpg 16347	460	0	0	298	1126	0	0	0	0	0	0	0	0	0	0	11434	435	0	0	2440	96286	13856	0	0	6586	28046	0	0	0	0	0	1005	623	0	0	0	9283	125	0	0	6704	83254	1437	0	0	907	2058	0	0	0	0	0	13	4	0	0	0	574	41	0	0	701	23157	
Avenida_Presidente_Getulio_Vargas__210__180.jpg 22907	352	0	0	970	588	0	0	0	0	0	0	0	0	0	0	6047	1197	0	0	12362	74309	564	0	0	615	25836	0	0	0	0	0	85	169	0	0	155	20037	185	0	0	33782	76835	1474	0	0	674	1570	0	1	0	0	0	193	45	0	0	8	721	43	0	0	1053	24423	
Avenida_Presidente_Getulio_Vargas__271__270.jpg 37429	4896	0	0	1815	1976	6	0	0	0	0	0	0	0	0	0	3685	350	0	0	8576	116755	684	0	0	2832	4456	4	0	0	0	0	33	4	0	0	83	4165	18	0	0	7365	65100	1781	0	0	1351	1643	0	0	0	0	0	0	0	0	0	0	115	8	0	0	1681	40389	
Avenida_Presidente_Getulio_Vargas__271__90.jpg 27130	249	0	0	1427	687	1	0	0	0	0	0	0	0	0	0	1353	58	0	0	4673	120672	790	0	0	1281	1872	0	0	0	0	0	0	0	0	0	6	2228	108	0	0	2103	115197	1262	0	0	2666	3535	0	0	0	0	0	0	0	0	0	5	112	29	0	0	337	19419	
Avenida_Presidente_Getulio_Vargas__395__270.jpg 23961	860	0	0	1943	2440	1	0	0	0	0	0	0	0	0	0	2408	65	0	0	10225	135719	1527	0	0	2535	6428	1	0	0	0	0	5	17	0	0	0	5407	6	0	0	4501	62732	2872	0	0	1843	3144	0	0	0	0	0	0	0	0	0	0	16	15	0	0	1362	37167	
Avenida_Presidente_Getulio_Vargas__395__90.jpg 33990	309	0	0	5049	1062	0	0	0	0	0	0	0	0	0	0	4000	63	0	0	11319	119933	898	0	0	1271	1415	0	0	0	0	0	53	11	0	0	56	3482	37	0	0	4303	111348	727	0	0	628	1008	0	0	0	0	0	0	0	0	0	22	98	12	0	0	164	5942	
Avenida_Presidente_Joao_Pessoa__128__180.jpg 57536	1393	0	0	2200	1764	163	0	0	0	46	3	0	0	0	0	2932	64	0	0	10337	64076	1244	0	0	2014	10457	65	0	0	0	0	103	26	0	0	244	13395	45	0	0	33766	75636	3077	0	0	518	1718	0	0	0	0	0	7	0	0	0	33	758	32	0	0	2127	21421	
Avenida_Presidente_Joao_Pessoa__128__90.jpg 15716	485	0	0	2026	936	4	0	0	0	0	0	0	0	0	0	1723	60	0	0	9677	94014	1176	0	0	6279	4194	0	0	0	0	0	572	0	0	0	611	15441	41	0	0	31149	64331	1833	0	0	457	2478	0	0	0	0	0	1	0	0	0	1	290	8	0	0	1099	52598	
Rua_Acre__635_270.jpg 7781	61	0	0	714	91	0	0	0	0	0	0	0	0	0	0	2012	14	0	0	9730	101579	1047	0	15	378	22042	0	0	0	0	0	0	0	0	0	62	19086	4	0	0	15420	77782	4753	0	0	461	2823	0	0	0	0	0	0	0	0	0	0	881	53	0	0	2575	37836	
Rua_Acre__635_90.jpg 46822	43	0	0	6873	56	0	0	0	0	0	0	0	0	0	0	1805	15	0	0	12858	130448	152	0	33	431	145	0	0	0	0	0	0	0	0	0	19	4251	14	0	0	3161	30848	1677	0	0	252	1027	0	0	0	0	0	0	0	0	0	0	324	15	0	0	560	65371	
Rua_Aluisio_Cunha_Linha__50__270.jpg 27920	277	0	0	6685	1499	0	0	0	0	0	0	0	0	0	0	7776	5	0	0	26680	76988	592	0	6	690	9523	2	0	0	0	0	0	0	0	0	6	17495	22	0	0	25244	42495	3854	0	0	331	2318	0	0	0	0	0	0	0	0	0	0	404	11	0	0	1952	54425	
Rua_Aluisio_Cunha_Linha__50__90.jpg 23070	276	0	0	5084	2082	1	0	0	0	0	0	0	0	0	0	11113	6	0	0	20959	93079	2344	0	0	820	8245	3	0	0	0	0	0	0	0	0	3	13113	3	0	0	29498	32403	14396	0	0	264	3201	0	0	0	0	0	0	0	0	0	6	302	12	0	0	1271	45646	
Rua_Augusto_Severo__71_0.jpg 25394	4775	0	0	705	2625	875	0	0	0	0	0	0	0	0	0	2413	37	0	0	8583	100624	793	0	0	963	4689	0	0	0	0	0	0	0	0	0	1512	4521	5	0	0	12211	89455	2549	0	0	1193	1393	0	0	0	0	0	0	0	0	0	58	2458	28	0	0	4849	34492	
Rua_Augusto_Severo__71_90.jpg 18206	645	0	0	1496	1956	7	0	0	0	0	0	0	0	0	0	6450	833	0	0	8836	49310	19038	0	78	1806	31813	0	0	0	0	0	2549	5125	0	0	1808	18418	202	0	0	5624	87316	1754	0	0	1353	1326	9	393	0	0	0	1436	131	0	0	11	1088	18	0	0	2915	35250	
Rua_Capitao_Joao_de_Sa__45__0.jpg 26832	611	0	0	491	766	0	0	0	0	0	0	0	0	0	0	21391	324	0	0	10861	115105	1206	0	0	6069	2265	0	0	0	0	0	0	0	0	0	43	5916	132	0	0	14148	59721	1392	0	0	588	2561	0	0	0	0	0	0	0	0	0	188	896	20	0	1	885	34788	
Rua_Capitao_Joao_de_Sa__45__180.jpg 27769	728	0	0	1551	845	2	0	0	0	0	0	0	0	0	0	6865	83	0	0	22647	85729	406	0	0	4295	1572	0	0	0	0	0	4	6	0	0	265	3564	41	0	0	18972	68116	1087	0	0	330	1424	0	0	0	0	0	0	0	0	0	0	332	18	0	0	2551	57998	
Rua_Coronel_Salvino_Figueiredo__251_270.jpg 17531	221	0	0	2999	338	0	0	0	0	0	0	0	0	0	0	1249	2	0	0	11003	37322	20197	0	0	2453	8922	0	0	0	0	0	0	0	0	0	0	2275	9	0	0	9084	172612	605	0	0	570	617	0	0	0	0	0	0	0	0	0	0	1428	21	0	0	1819	15923	
Rua_Coronel_Salvino_Figueiredo__251_90.jpg 25859	143	0	0	3349	711	0	0	0	0	0	0	0	0	0	0	1512	12	0	0	10093	55662	3063	0	6	2032	9406	0	0	0	0	0	0	0	0	0	0	1699	31	0	0	6509	170036	3317	0	0	766	4140	0	0	0	0	0	0	0	0	0	0	357	40	0	0	495	7962	
Rua_Cristina_Procopio_da_Silva__62__270.jpg 48615	27	0	0	7081	175	0	0	0	0	0	0	0	0	0	0	5328	5	0	0	31501	62272	9416	0	0	936	9098	0	0	0	0	0	0	0	0	0	130	18079	3	0	0	23986	41823	1420	0	0	539	1258	0	0	0	0	0	0	0	0	0	0	383	18	0	0	1960	43147	
Rua_Cristina_Procopio_da_Silva__62__90.jpg 33459	124	0	0	6572	1171	0	0	0	0	0	0	0	0	0	0	4030	1	0	0	16951	72019	7721	0	0	676	23877	53	0	0	0	0	6	0	0	0	178	22808	12	0	0	24909	53180	1040	0	0	621	956	0	0	0	0	0	26	0	0	0	20	412	23	0	0	1235	35120	
Rua_Deputado_Ascendino_Moura__101__270.jpg 31221	57	0	0	5898	173	0	0	0	0	0	0	0	0	0	0	3277	25	0	0	22869	73702	1247	0	79	641	3930	0	0	0	0	0	3	0	0	0	20	3038	21	0	19	6806	103761	1425	0	2	551	2108	0	0	0	0	0	2	0	0	0	3	1231	65	0	0	1775	43251	
Rua_Deputado_Ascendino_Moura__101__90.jpg 6044	164	0	0	193	329	0	0	0	0	0	0	0	0	0	0	908	2	0	0	3969	21382	40742	0	10	1007	24105	0	0	0	0	0	0	0	0	0	22	5798	2	0	1	23853	129984	1926	0	0	674	2127	0	0	0	0	0	5	0	0	0	33	3255	23	0	0	3995	36647	
Rua_Doutor_Antonio_Telha__235_0.jpg 8160	573	0	0	1940	2230	110	0	0	0	0	0	0	0	0	0	605	19	0	0	6964	90236	41251	0	27	1213	36524	0	0	0	0	0	3	9	0	0	291	4383	8	0	0	10476	64267	1756	0	0	1215	2530	0	0	0	0	0	23	0	0	0	4	565	9	0	0	1372	30437	
Rua_Doutor_Antonio_Telha__235_180.jpg 8723	851	0	0	1221	1933	4	0	0	0	0	0	0	0	0	0	650	41	0	0	6207	86303	24331	0	69	1196	22505	0	0	0	0	0	0	0	0	0	4	6128	61	0	3	31850	92623	3570	0	0	329	3604	0	0	0	0	0	0	0	0	0	0	336	3	0	0	667	13988	
Rua_Doutor_Antonio_Telha__68__270.jpg 33609	4	0	0	4848	58	0	0	0	0	0	0	0	0	0	0	2864	3	0	0	11416	115541	1719	0	0	1040	7129	0	0	0	0	0	0	0	0	0	0	2784	6	0	0	3296	71713	224	0	0	2425	1819	0	0	0	0	0	0	0	0	0	0	457	26	0	0	4902	41317	
Rua_Doutor_Antonio_Telha__68__90.jpg 25993	74	0	0	2052	97	0	0	0	0	0	0	0	0	0	0	2938	38	0	0	10600	116976	754	0	0	288	1661	0	0	0	0	0	0	0	0	0	0	4287	65	0	0	1287	66611	1211	0	0	600	1392	0	0	0	0	0	0	0	0	0	0	351	46	0	0	1597	68282	
Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg 11730	272	0	0	1914	733	0	0	0	0	0	0	0	0	0	0	315	21	0	0	3144	60312	3539	0	0	1089	8216	0	0	0	0	0	1	0	0	0	24	3816	31	0	0	13645	167211	2455	0	0	691	3721	0	0	0	0	0	0	0	0	0	0	64	80	0	0	194	23982	
Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg 47486	523	0	0	8343	2991	2	0	0	0	0	0	0	0	0	0	597	54	0	0	9438	115956	310	0	0	1182	791	0	0	0	0	0	0	1	0	0	246	1185	41	0	9	3703	65434	966	0	0	1133	3510	0	0	0	0	0	0	0	0	0	0	174	56	0	0	1449	41620	
Rua_Doutor_Severino_Cruz__411__270.jpg 23059	990	0	0	1087	1066	1	0	0	0	0	0	0	0	0	0	3294	157	0	0	10416	33709	508	0	37	1938	740	0	0	0	0	0	10	0	0	0	85	1547	51	0	51	3956	162304	5301	0	0	302	4484	0	0	0	0	0	0	0	0	0	0	1032	72	0	0	597	50406	
Rua_Doutor_Severino_Cruz__411__90.jpg 5841	71	0	0	2454	341	0	0	0	0	0	0	0	0	0	0	295	16	0	0	12751	55574	34542	0	246	3115	40616	0	0	0	0	0	8	6	0	0	45	3075	22	0	109	27460	93679	2282	0	7	656	2095	0	0	0	0	0	4	0	0	0	5	766	23	0	5	1710	19381	
Rua_Edesio_Silva__602__0.jpg 16172	85	0	0	5151	101	0	0	0	0	0	0	0	0	0	0	3866	7	0	0	8714	117072	2940	0	0	1287	4459	0	0	0	0	0	0	0	0	0	649	8301	17	0	0	10576	83802	2291	0	0	1068	3373	0	0	0	0	0	0	0	0	0	0	44	29	0	0	589	36607	
Rua_Edesio_Silva__602__180.jpg 15091	22	0	0	3030	67	0	0	0	0	0	0	0	0	0	0	2415	5	0	0	10071	92585	133	0	0	867	1501	0	0	0	0	0	0	0	0	0	2	9182	2	0	0	19971	108697	2217	0	0	2051	5872	0	0	0	0	0	0	0	0	0	0	241	67	0	0	2253	30858	
Rua_Elias_Aforas__202_0.jpg 10198	35	0	0	713	175	0	0	0	0	0	0	0	0	0	0	398	2	0	0	4278	109514	13075	0	0	1985	12374	0	0	0	0	0	0	0	0	0	0	9724	10	0	0	23906	70694	2662	0	0	701	3763	0	0	0	0	0	0	0	0	0	0	147	22	0	0	800	42024	
Rua_Elias_Aforas__202_180.jpg 34835	66	0	0	5137	80	0	0	0	0	0	0	0	0	0	0	3247	26	0	0	14421	72186	6548	0	0	874	4136	0	0	0	0	0	0	0	0	0	1	14636	29	0	0	11531	79902	1410	0	0	2302	2111	0	0	0	0	0	0	0	0	0	0	164	49	0	0	1785	51724	
Rua_Elias_Aforas__67__0.jpg 29303	974	0	0	4086	1346	0	0	0	0	0	0	0	0	0	0	4355	164	0	0	9678	69985	14127	0	2	1370	8671	0	0	0	0	0	13	0	0	0	25	4871	65	0	0	15596	116512	1253	0	0	914	1880	0	0	0	0	0	0	0	0	0	0	443	18	0	0	1163	20386	
Rua_Elias_Aforas__67__180.jpg 29050	2368	0	0	4977	3490	138	0	0	0	0	0	0	0	0	0	1399	19	0	0	13170	44734	8503	0	184	2479	10048	6	0	0	0	0	0	0	0	0	0	3044	7	0	14	10861	129126	4286	0	0	4004	7259	0	0	0	0	0	0	0	0	0	0	719	11	0	1	2524	24779	
Rua_Espirito_Santo__1288__0.jpg 31814	81	0	0	3002	216	0	0	0	0	0	0	0	0	0	0	1032	48	0	0	8600	122318	566	0	0	613	1007	0	0	0	0	0	0	0	0	0	130	1268	147	0	0	2761	64060	745	0	0	1719	1996	0	0	0	0	0	0	0	0	0	0	71	29	0	0	3162	61815	
Rua_Espirito_Santo__1288__180.jpg 10252	20	0	0	1354	229	0	0	0	0	0	0	0	0	0	0	3031	3	0	0	16324	111872	267	0	0	2792	3059	0	0	0	0	0	0	0	0	0	129	8355	5	0	0	9070	79795	2265	0	0	820	5023	0	0	0	0	0	0	0	0	0	0	117	17	0	0	136	52265	
Rua_Felix_Araujo__132__270.jpg 25956	346	0	0	1221	3113	95	0	0	0	0	0	0	0	0	0	3346	176	0	0	3894	105027	488	0	0	1872	10910	0	0	0	0	0	69	59	0	0	52	4348	79	0	0	9144	84390	928	0	0	1064	2096	0	0	0	0	0	5	0	0	0	1	431	29	0	0	1003	47058	
Rua_Felix_Araujo__132__90.jpg 25242	1840	10	0	1870	1820	6	0	0	0	0	0	0	0	0	0	6368	193	0	0	5298	82758	515	0	0	1034	3902	1	0	0	0	0	9095	1443	0	0	113	10578	88	0	0	5669	86411	634	0	0	826	1629	48	89	0	0	0	419	16	0	0	5	347	51	0	0	627	58255	
Rua_Felix_Araujo__48__270.jpg 35954	570	0	0	1590	1532	7	0	0	0	1	0	0	0	0	0	4503	656	0	0	5094	124983	1119	0	0	1487	4234	8	0	0	0	0	98	70	0	0	7	4129	1709	0	0	3811	60671	926	0	0	504	1330	0	1	0	0	0	9	1	0	0	0	366	28	0	0	710	51092	
Rua_Felix_Araujo__48__90.jpg 30591	2002	0	0	1258	3829	1745	0	0	0	28	0	0	0	0	0	3685	283	0	0	5121	105097	1943	0	0	2651	7589	28	0	0	0	0	950	307	0	0	618	6534	144	0	50	9564	87564	818	0	0	420	1040	12	10	0	0	0	283	100	0	0	411	1448	24	0	0	1106	29947	
Rua_Honorio_de_Melo__240__270.jpg 17348	3	0	0	2823	195	0	0	0	0	0	0	0	0	0	0	5197	17	0	0	7472	45208	1054	0	10	2642	8814	0	0	0	0	0	300	2	0	0	3	5771	8	0	0	13593	145602	2466	0	0	982	9569	0	0	0	0	0	1	1	0	0	0	702	28	0	0	1982	35407	
Rua_Honorio_de_Melo__240__90.jpg 35653	254	0	0	3865	1209	0	0	0	0	0	0	0	0	0	0	9230	27	0	0	10382	59214	20489	0	16	1044	21964	3	0	0	0	0	4	1	0	0	86	6533	96	0	0	9739	97734	1741	0	0	562	2335	0	0	0	0	0	3	0	0	0	394	3180	36	0	0	2119	19287	
Rua_Inacio_Marques_da_Silva__434_270.jpg 13917	114	0	0	5083	305	0	0	0	0	0	0	0	0	0	0	472	2	0	0	14524	137209	600	0	0	414	2149	0	0	0	0	0	0	0	0	0	58	3303	0	0	0	2591	50362	543	0	0	374	1479	0	0	0	0	0	0	0	0	0	0	731	5	0	0	1181	71784	
Rua_Inacio_Marques_da_Silva__434_90.jpg 7352	45	0	0	740	11	0	0	0	0	0	0	0	0	0	0	4285	2	0	0	15512	98131	11791	0	0	48	34484	0	0	0	0	0	52	0	0	0	122	24598	5	0	0	9836	61071	3879	0	0	655	4100	0	0	0	0	44	9	0	0	0	1	1933	26	0	0	2692	25776	
Rua_Joao_da_Mata__490_270.jpg 22426	3997	0	0	1334	5082	516	0	0	0	1	0	0	0	0	0	5059	128	0	0	4529	112855	1006	0	0	799	1543	0	0	0	0	0	2	2	0	0	59	9545	58	0	11	12991	84084	2537	0	0	1632	2358	0	0	0	0	0	0	0	0	0	37	366	27	0	0	3758	30458	
Rua_Joao_da_Mata__490_90.jpg 25074	162	0	0	3306	878	62	0	0	0	0	0	0	0	0	0	1728	75	0	0	6650	137145	408	0	0	478	1544	0	0	0	0	0	0	0	0	0	0	1587	36	0	0	4013	37382	878	0	0	719	1464	0	0	0	0	0	0	0	0	0	0	110	21	0	0	829	82651	
Rua_Joao_Francisco_Mota__64__270.jpg 39775	101	0	0	1460	243	0	0	0	0	0	0	0	0	0	0	4340	20	0	0	10345	88780	5901	0	0	1275	13455	0	0	0	0	0	2	0	0	0	276	22148	5	0	0	19094	53394	1775	0	0	342	1824	0	0	0	0	0	0	0	0	0	0	523	36	0	0	1606	40480	
Rua_Joao_Francisco_Mota__64__90.jpg 16624	12	0	0	4471	45	0	0	0	0	0	0	0	0	0	0	6594	0	0	0	20030	93303	13438	0	25	343	41507	0	0	0	0	0	294	0	0	0	52	9707	4	0	8	11771	44553	1596	0	0	362	1497	0	0	0	0	0	0	0	0	0	0	633	19	0	0	941	39371	
Rua_Luisa_Bezerra_Mota__246_270.jpg 54082	491	0	0	17609	2010	0	0	0	0	0	0	0	0	0	0	2625	51	0	0	49824	75034	220	0	101	1607	1586	0	0	0	0	0	0	0	0	0	56	1994	7	0	45	8206	64974	760	0	2	319	939	0	0	0	0	0	0	0	0	0	3	591	13	0	0	2320	21731	
Rua_Luisa_Bezerra_Mota__246_90.jpg 18267	463	0	0	7021	706	41	0	0	0	0	0	0	0	0	0	1504	71	0	0	38231	31118	1893	0	45	1222	9184	0	0	0	0	0	0	0	0	0	60	2985	107	0	6	9085	124097	3707	0	1	550	1553	0	0	0	0	0	0	0	0	0	1	1063	37	0	0	2655	51527	
Rua_Manoel_P._de_Araujo__150_270.jpg 42158	2064	0	0	1626	3709	33	0	0	0	0	0	0	0	0	0	2416	126	0	0	3027	107625	1232	0	0	1338	4394	0	0	0	0	0	79	20	0	0	6	4805	105	0	0	10850	81403	2824	0	0	390	3235	0	0	0	0	0	2	0	0	0	0	155	56	0	0	333	33189	
Rua_Manoel_P._de_Araujo__150_90.jpg 40403	1538	0	0	1537	2096	5	0	0	0	0	0	0	0	0	0	2616	200	0	0	14066	92269	2224	0	0	1641	3093	0	0	0	0	0	0	0	0	0	1626	6336	169	0	239	25642	58355	2123	0	0	368	2562	0	0	0	0	0	0	0	0	0	1	127	46	0	0	255	47663	
Rua_Manoel_P._de_Araujo__370_0.jpg 33354	303	0	0	647	463	0	0	0	0	0	0	0	0	0	0	9277	34	0	0	16401	89806	323	0	0	584	7455	0	0	0	0	0	0	0	0	0	137	18977	2	0	40	6269	57802	1890	0	0	699	1600	0	0	0	0	0	0	0	0	0	80	1028	21	0	1	3255	56752	
Rua_Manoel_P._de_Araujo__370_180.jpg 38956	6182	0	0	776	8911	0	0	0	0	0	0	0	0	0	0	10797	28	0	0	16359	94973	380	0	0	599	3351	0	0	0	0	0	116	0	0	0	1248	25372	26	0	0	10362	34453	875	0	0	471	896	0	0	0	0	0	0	0	0	0	2	155	22	0	0	877	51013	
Rua_Odon_Bezerra__147_270.jpg 23368	348	0	0	2096	1015	944	17	0	18	312	675	0	0	0	0	5698	51	0	0	13156	80692	1083	1	0	4393	5234	667	0	0	0	14	261	2	0	0	1127	6076	21	0	0	11109	119994	2714	0	0	1450	4645	0	0	0	0	0	0	0	0	0	1	301	30	0	0	679	19008	
Rua_Odon_Bezerra__147_90.jpg 29365	452	0	0	1737	1199	2	0	0	0	0	0	0	0	0	0	9772	70	0	0	8052	120597	376	0	12	4173	2310	0	0	0	0	0	55	17	0	0	675	3321	86	0	123	8901	54467	588	0	0	640	886	0	0	0	0	0	0	0	0	0	5	693	16	0	0	1353	57257	
Rua_Odon_Bezerra__306_270.jpg 18626	1208	0	0	1018	478	0	0	0	0	0	0	0	0	0	0	5806	28	0	0	7919	58430	423	0	0	7854	3201	0	0	0	1	0	52	10	0	0	1075	8019	28	0	0	15158	150588	808	0	0	688	1667	0	0	0	0	0	1	0	0	0	355	1707	29	0	0	1412	20611	
Rua_Odon_Bezerra__306_90.jpg 24284	611	0	0	3308	2651	8	0	0	0	0	0	0	0	0	0	3351	64	0	0	7460	70167	447	0	0	1509	4980	0	0	0	0	0	0	0	0	0	0	4375	23	0	0	3631	127188	2575	0	0	1393	11062	0	0	0	0	0	0	0	0	0	0	200	234	0	0	906	36773	
Rua_Odon_Bezerra__388__270.jpg 14977	467	0	0	544	1234	17	0	0	0	0	0	0	0	0	0	1445	10	0	0	4652	57637	2742	0	0	10315	11502	23	0	0	0	0	0	0	0	0	1680	2803	12	0	15	7326	156913	1511	0	0	1445	2822	0	0	0	0	0	0	0	0	0	114	820	10	0	0	1460	24704	
Rua_Odon_Bezerra__388__90.jpg 17939	400	0	0	833	8108	26	0	0	1644	249	0	0	0	0	0	1554	126	0	0	2552	49391	2741	0	0	2321	12741	0	0	0	7	0	2	0	0	0	0	5441	74	0	0	9020	147450	5663	0	0	1164	9348	0	0	0	0	0	0	0	0	0	0	600	241	0	0	3734	23831	
Rua_Olegario_Mariano__139_0.jpg 17488	537	0	0	2669	894	1	0	0	0	0	0	0	0	0	0	1864	25	0	0	12493	38629	31814	0	53	583	38255	13	0	0	0	0	21	20	0	0	6	9044	13	0	1	22715	103239	1671	0	0	535	1896	0	4	0	0	0	1	0	0	0	10	1870	18	0	0	2426	18392	
Rua_Olegario_Mariano__139_180.jpg 18468	72	0	0	1907	919	0	0	0	0	0	0	0	0	0	0	1455	20	0	0	5697	55612	18857	0	0	916	20210	0	0	0	0	0	0	0	0	0	0	3921	33	0	0	21089	132509	2438	0	0	546	2222	0	0	0	0	0	0	0	0	0	0	925	8	0	0	1141	18235	
Rua_Olegario_Mariano__139_270.jpg 43250	180	0	0	1251	334	0	0	0	0	0	0	0	0	0	0	1579	19	0	0	5597	51256	786	0	1	296	8978	0	0	0	0	0	0	0	0	0	13	3933	19	0	3	9120	116928	1606	0	2	460	1943	0	0	0	0	0	1	0	0	0	9	1377	10	0	2	1272	56975	
Rua_Olegario_Mariano__139_90.jpg 5735	36	0	0	1577	351	0	0	0	0	0	0	0	0	0	0	480	4	0	0	9077	18210	32561	0	17	1399	41447	8	0	0	0	0	0	0	0	0	160	8733	2	0	75	23730	136042	3566	0	1	1095	3390	0	0	0	0	0	0	0	0	0	45	1224	5	0	12	1593	16625	
Rua_Otacilio_Nepomuceno__76_0.jpg 29984	270	0	0	7859	1235	0	0	0	0	0	0	0	0	0	0	1163	27	0	0	14422	105770	10038	0	5	745	32065	6	0	0	0	0	42	13	0	0	19	11509	6	0	1	10216	64086	1658	0	0	806	1824	0	0	0	0	0	2	1	0	0	0	545	7	0	0	1520	11356	
Rua_Otacilio_Nepomuceno__76_90.jpg 4654	389	0	0	2872	769	5	0	0	0	0	0	0	0	0	0	835	0	0	0	13080	98565	20384	0	3	926	33580	0	0	0	0	0	0	0	0	0	140	14443	2	0	1	22736	63851	4074	0	0	559	1500	0	0	0	0	0	1	0	0	0	87	891	19	0	0	1897	20937	
Rua_Padre_Pedro_Serrao__207__270.jpg 11437	55	0	0	4901	735	0	0	0	0	0	0	0	0	0	0	1645	22	0	0	11183	44323	5859	0	0	2123	16865	0	0	0	0	0	5	13	0	0	0	9659	6	0	0	30754	118470	1087	0	0	749	2050	0	0	0	0	0	0	0	0	0	0	175	32	0	0	1132	43920	
Rua_Padre_Pedro_Serrao__207__90.jpg 18623	97	0	0	1189	405	0	0	0	0	0	0	0	0	0	0	2620	8	0	0	9217	62144	675	0	0	805	1381	0	0	0	0	0	6	0	0	0	41	14520	132	0	0	27302	123717	879	0	0	1038	2055	0	0	0	0	0	1	0	0	0	9	233	10	0	0	1615	38478	
Rua_Padre_Pedro_Serrao__336__270.jpg 19232	110	0	0	963	199	0	0	0	0	0	0	0	0	0	0	2060	12	0	0	4400	103162	9002	0	0	3620	16769	0	0	0	0	0	0	0	0	0	2	8789	8	0	0	30906	63333	1133	0	0	803	2311	0	0	0	0	0	0	0	0	0	0	156	49	0	0	1111	39070	
Rua_Padre_Pedro_Serrao__336__90.jpg 4565	97	0	0	450	83	0	0	0	0	0	0	0	0	0	0	2626	34	0	0	5321	81002	85	0	0	1478	2656	0	0	0	0	0	66	69	0	0	5	12009	21	0	0	35946	126191	1181	0	0	1351	3322	0	0	0	0	0	0	0	0	0	0	82	14	0	0	1219	27327	
Rua_Padre_Pedro_Serrao__353__270.jpg 35083	39	0	0	3205	155	0	0	0	0	0	0	0	0	0	0	1841	32	0	0	9694	90481	8709	0	0	1486	15933	0	0	0	0	0	0	0	0	0	0	10095	6	0	0	33789	57876	720	0	0	645	1570	0	0	0	0	0	0	0	0	0	0	73	39	0	0	790	34939	
