"V2"	"V3.Masculino"	"V3.Feminino"	"residuals"	"residualsPos"
"2414"	"liberdade/Rua_Riachuelo__930__180.jpg"	4.16476685614	3.856791198	-0.0704202642285967	0.0704202642285967
"1295"	"centro/Rua_Doutor_Severino_Cruz__411__270.jpg"	4.74603969068	4.56897248982	0.0496486625989316	0.0496486625989316
"903"	"centro/Avenida_Dom_Pedro_II__119_90.jpg"	4.05054908427	3.64116085945	-0.0449972509461575	0.0449972509461575
"2013"	"liberdade/Rua_Odon_Bezerra__147_90.jpg"	4.95308683982	4.89998483603	0.0423343993758134	0.0423343993758134
"2301"	"liberdade/Rua_Riachuelo__455__0.jpg"	3.69583957996	3.08428059784	-0.0390747704898557	0.0390747704898557
"1277"	"centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"	4.43963867347	4.22509245433	-0.0340579115332566	0.0340579115332566
"2285"	"liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg"	4.99166064189	4.97662945617	0.0312736509181363	0.0312736509181363
"1219"	"centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"	3.59067902432	2.90626754794	-0.0289552490193138	0.0289552490193138
"1833"	"liberdade/Rua_Acre__635_270.jpg"	5.16781980058	5.33557913311	-0.0250206338876792	0.0250206338876792
"2241"	"liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg"	5.02298397816	5.06223770433	0.00715765027026888	0.00715765027026888
