"V2"	"V3.Jovem"	"V3.Adulto"	"residuals"	"residualsPos"
"765"	"catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg"	4.48553753101	5.96412115538	-0.715226922152865	0.715226922152865
"148"	"catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg"	5.76196945985	5.46535844133	0.714519817860075	0.714519817860075
"1207"	"centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"	3.40999096132	2.43805114638	-0.706893838484877	0.706893838484877
"2022"	"liberdade/Rua_Odon_Bezerra__147_90.jpg"	5.3440619728	4.26388888889	0.665932394987747	0.665932394987747
"2298"	"liberdade/Rua_Riachuelo__455__0.jpg"	3.38014214058	2.19101264009	-0.660805423185818	0.660805423185818
"1479"	"centro/Rua_Felix_Araujo__48__270.jpg"	4.60837949649	1.88888888889	0.660301837713602	0.660301837713602
"962"	"centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg"	3.95768419596	4.0587997283	-0.657402967005018	0.657402967005018
"1573"	"centro/Rua_Manoel_P._de_Araujo__150_270.jpg"	3.42976691731	2.33561977511	-0.655631474425345	0.655631474425345
"2247"	"liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg"	5.12234035171	7.77777777778	-0.635924521518216	0.635924521518216
"2625"	"liberdade/Rua_Severino_Pimentel__439__180.jpg"	5.110208989	7.71825396825	-0.629758843648973	0.629758843648973
"993"	"centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg"	4.28854069756	4.98713246264	-0.611906926124479	0.611906926124479
"787"	"catole/Rua_Vigario_Calixto__1201_0.jpg"	5.07950638754	3.5855900959	0.609879266781244	0.609879266781244
"1391"	"centro/Rua_Elias_Aforas__67__0.jpg"	4.96301806696	3.23538723838	0.601039901226219	0.601039901226219
"1741"	"centro/Rua_Quebra_Quilos__399__90.jpg"	5.21531293971	7.96357589984	-0.600064470597441	0.600064470597441
"2392"	"liberdade/Rua_Riachuelo__930__0.jpg"	6.3467417103	7.79723859661	0.582494770489531	0.582494770489531
"814"	"catole/Rua_Vigario_Calixto__1201_180.jpg"	5.25192128093	4.42891012193	0.523065779807215	0.523065779807215
"2476"	"liberdade/Rua_Santa_Catarina__1231__180.jpg"	4.55809311918	2.20602008855	0.512532411604475	0.512532411604475
"1013"	"centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg"	4.5284105986	5.38838339029	-0.495377660766921	0.495377660766921
"2197"	"liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg"	5.59228327696	5.70175438596	0.472167818957685	0.472167818957685
"914"	"centro/Avenida_Dom_Pedro_II__500_270.jpg"	5.3438182717	4.90604337384	0.468296645864493	0.468296645864493
"691"	"catole/Rua_Otacilio_Nepomuceno__76_0.jpg"	5.68605013614	6.05649864181	0.456889741400743	0.456889741400743
"1939"	"liberdade/Rua_Espirito_Santo__1288__0.jpg"	5.09529288355	4.13489165262	0.456815802533214	0.456815802533214
"235"	"catole/Rua_Doutor_Antonio_Telha__235_180.jpg"	4.87082191013	6.34670658596	-0.447545586312902	0.447545586312902
"1560"	"centro/Rua_Joao_da_Mata__490_90.jpg"	4.55479764764	5.30075925599	-0.442055804400786	0.442055804400786
"483"	"catole/Rua_Joao_Francisco_Mota__64__270.jpg"	5.08487393598	6.98196086866	-0.428764553372747	0.428764553372747
"2114"	"liberdade/Rua_Odon_Bezerra__388__90.jpg"	5.18634733613	4.5495663901	0.420403270745651	0.420403270745651
"1953"	"liberdade/Rua_Espirito_Santo__1288__180.jpg"	4.70080377257	3.00074835224	0.410951320144404	0.410951320144404
"2510"	"liberdade/Rua_Sergipe__1337_0.jpg"	4.34681198075	4.44406928708	-0.38670330041857	0.38670330041857
"1074"	"centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg"	4.86458630297	6.11111111111	-0.381361434091679	0.381361434091679
"1293"	"centro/Rua_Doutor_Severino_Cruz__411__270.jpg"	5.15024207352	4.55996696534	0.381100972382793	0.381100972382793
"2545"	"liberdade/Rua_Severino_Pimentel__321__0.jpg"	5.2600440161	5	0.355641036481654	0.355641036481654
"599"	"catole/Rua_Olegario_Mariano__139_180.jpg"	4.72954428349	3.33333333333	0.337458440038191	0.337458440038191
"2045"	"liberdade/Rua_Odon_Bezerra__306_270.jpg"	5.29254694993	7.33333333333	-0.329100020319038	0.329100020319038
"20"	"catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg"	5.28500862764	7.26555445447	-0.315803773942967	0.315803773942967
"662"	"catole/Rua_Olegario_Mariano__139_90.jpg"	6.02071121229	7.70515109078	0.284771076837602	0.284771076837602
"35"	"catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg"	4.83086422217	5.6712962963	-0.279888715071708	0.279888715071708
"324"	"catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg"	6.04031423404	7.83015884003	0.265947931331048	0.265947931331048
"2316"	"liberdade/Rua_Riachuelo__455__180.jpg"	5.10139266319	6.39766081871	-0.232637669211697	0.232637669211697
"2441"	"liberdade/Rua_Santa_Catarina__1231__0.jpg"	4.85065150478	4.08408867531	0.227790765269699	0.227790765269699
"2580"	"liberdade/Rua_Severino_Pimentel__321__180.jpg"	4.74396168327	5.10905470157	-0.193963651784582	0.193963651784582
"899"	"centro/Avenida_Dom_Pedro_II__119_90.jpg"	4.41126396612	3.9813068522	-0.18000263983095	0.18000263983095
"2362"	"liberdade/Rua_Riachuelo__847__0.jpg"	5.82449332004	7.45783181738	0.164576725707696	0.164576725707696
"1861"	"liberdade/Rua_Acre__635_90.jpg"	5.76103893537	7.25918613351	0.162184093760847	0.162184093760847
"98"	"catole/Rua_Aluisio_Cunha_Linha__50__90.jpg"	4.86204573925	4.35789536495	0.155019484280105	0.155019484280105
"847"	"centro/Avenida_Barao_Rio_Branco__141_90.jpg"	5.00171270052	5.8204989956	-0.154903696489829	0.154903696489829
"832"	"centro/Avenida_Barao_Rio_Branco__141_270.jpg"	5.59008742941	6.77193700305	0.141008235270688	0.141008235270688
"1246"	"centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg"	5.7003921942	8	-0.126181630516268	0.126181630516268
"2535"	"liberdade/Rua_Sergipe__1337_90.jpg"	3.7615630508	1.67797438642	-0.121681539647676	0.121681539647676
"2284"	"liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg"	4.34897575737	3.55555555556	-0.111419037572935	0.111419037572935
"2648"	"liberdade/Rua_Severino_Pimentel__511_270.jpg"	4.888933053	4.5873015873	0.111389554718364	0.111389554718364
"1269"	"centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"	4.45899988157	3.88887159324	-0.103853024090287	0.103853024090287
"2422"	"liberdade/Rua_Riachuelo__930__180.jpg"	4.46939171231	3.28436028586	0.092359707715668	0.092359707715668
"289"	"catole/Rua_Doutor_Antonio_Telha__68__90.jpg"	4.78854544759	4.33309500564	0.0891425820546494	0.0891425820546494
"1403"	"centro/Rua_Elias_Aforas__67__180.jpg"	5.74061383335	8.00172683273	-0.0864908029655898	0.0864908029655898
"268"	"catole/Rua_Doutor_Antonio_Telha__68__270.jpg"	4.17113317574	2.36774303941	0.0758604047423763	0.0758604047423763
"1375"	"centro/Rua_Elias_Aforas__202_180.jpg"	4.83492945089	4.53747528758	0.0727020729153287	0.0727020729153287
"1162"	"centro/Rua_Augusto_Severo__71_90.jpg"	4.30879135426	3.23812238711	-0.0540275696123853	0.0540275696123853
"2607"	"liberdade/Rua_Severino_Pimentel__439__0.jpg"	5.61235609112	7.22222222222	0.0248635966149873	0.0248635966149873
"2693"	"liberdade/Rua_Severino_Pimentel__511_90.jpg"	4.54992667906	3.92541281658	-0.0241586435364066	0.0241586435364066
"207"	"catole/Rua_Deputado_Ascendino_Moura__101__90.jpg"	5.02744331762	5.33772167205	0.019227978094244	0.019227978094244
"2148"	"liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg"	4.40456285244	3.33333333333	0.0124770089881906	0.0124770089881906
