foto	qscore	red	green	blue	diag	hor	vert
catole/Rua_Luisa_Bezerra_Mota__246_90.jpg	5.65443869146	140.162500	142.407031	130.632113	1	45	3
liberdade/Rua_Odon_Bezerra__388__270.jpg	4.12308737778	140.350703	142.799121	140.471113	30	87	1
centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg	4.79608726576	131.728418	134.418421	131.609941	2	74	2
liberdade/Rua_Severino_Pimentel__439__0.jpg	5.93974605444	106.548639	104.993395	96.514922	9	30	4
catole/Rua_Inacio_Marques_da_Silva__434_270.jpg	8.02092142571	135.427253	136.259466	129.065199	0	18	3
liberdade/Rua_Riachuelo__930__180.jpg	4.30450724149	138.253385	138.430732	132.724137	7	59	5
centro/Rua_Joao_da_Mata__490_90.jpg	3.73062097882	131.744518	133.567744	129.142728	0	71	3
liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg	3.87776860452	142.402321	141.511764	134.635859	2	44	0
catole/Rua_Joao_Francisco_Mota__64__90.jpg	6.36691770275	125.234837	129.274645	124.010358	1	69	0
liberdade/Rua_Edesio_Silva__602__0.jpg	6.02867534157	131.971644	132.108809	125.799980	3	42	2
catole/Rua_Luisa_Bezerra_Mota__246_270.jpg	6.37575958472	105.525957	109.478102	91.899622	10	15	4
liberdade/Rua_Sergipe__1337_0.jpg	5.71902468988	139.148597	140.304769	134.418161	4	30	2
centro/Rua_Capitao_Joao_de_Sa__45__0.jpg	2.68245716124	122.942269	119.520684	115.176995	34	56	31
catole/Rua_Vigario_Calixto__1201_180.jpg	5.49493608648	131.998691	136.168203	133.692412	12	93	0
catole/Rua_Aluisio_Cunha_Linha__50__90.jpg	5.22959728715	126.398174	127.951865	119.586569	11	26	11
liberdade/Rua_Odon_Bezerra__388__90.jpg	4.31403379277	135.760153	140.683346	138.384238	31	55	8
catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg	4.02965442817	118.328799	119.472708	108.207113	9	27	3
centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg	3.90303202874	127.195745	124.938900	118.374307	24	35	12
liberdade/Rua_Severino_Pimentel__511_90.jpg	6.00626286482	121.049515	120.713864	117.067074	0	47	3
liberdade/Rua_Santa_Catarina__1231__180.jpg	4.34303252442	131.491341	132.571680	124.960540	5	51	4
centro/Rua_Quebra_Quilos__399__90.jpg	4.90448594563	137.487269	140.792083	136.576338	32	68	1
centro/Rua_Pedro_Alvares_Cabral__129_180.jpg	3.84917513079	125.443968	125.744001	120.301338	10	36	5
catole/Rua_Doutor_Antonio_Telha__68__90.jpg	5.11818724118	132.714385	132.563727	128.080742	2	31	2
centro/Rua_Manoel_P._de_Araujo__370_0.jpg	1.96278856499	133.269062	129.740671	122.154857	5	64	5
liberdade/Rua_Severino_Pimentel__321__0.jpg	4.8359668398	111.373298	110.042204	103.598262	0	14	3
liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg	5.51334548751	131.291650	132.716937	128.082139	4	63	1
centro/Rua_Quebra_Quilos__399__270.jpg	6.41696160951	133.286859	134.592542	128.642448	28	86	10
catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg	4.56101447524	121.100449	121.865911	112.041471	2	31	3
centro/Avenida_Barao_Rio_Branco__141_270.jpg	7.81712714198	106.163711	108.740436	105.716852	6	50	0
liberdade/Rua_Riachuelo__847__0.jpg	5.87389904408	130.785970	132.715016	125.540299	11	52	7
centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg	6.40025060317	136.549798	136.973691	129.137939	0	97	16
catole/Rua_Olegario_Mariano__139_90.jpg	5.76539113869	137.880081	146.190195	145.630726	1	77	4
liberdade/Rua_Riachuelo__455__0.jpg	3.40303962893	143.570794	142.777637	137.516849	2	46	2
centro/Rua_Felix_Araujo__132__90.jpg	1.98534309924	136.618867	130.802083	127.340228	25	60	8
centro/Rua_Elias_Aforas__202_180.jpg	3.68366081293	129.606719	129.901117	123.373167	3	53	2
centro/Rua_Felix_Araujo__48__270.jpg	2.61120135367	124.100846	125.010072	121.420277	28	52	7
liberdade/Rua_Santa_Catarina__1231__0.jpg	4.22980511258	118.076637	120.703314	113.714915	0	40	12
catole/Rua_Otacilio_Nepomuceno__76_0.jpg	5.06858533285	115.955612	120.652204	115.367415	0	47	0
liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg	4.20396322272	134.132959	135.887747	130.572051	7	66	1
liberdade/Rua_Acre__635_90.jpg	5.45480403654	122.280931	123.107865	114.472673	0	41	9
liberdade/Rua_Odon_Bezerra__147_270.jpg	4.73444619729	130.915908	132.370719	127.111458	29	93	15
liberdade/Rua_Severino_Pimentel__439__180.jpg	4.73693116619	124.455026	123.571846	115.850316	10	32	2
liberdade/Rua_Riachuelo__930__0.jpg	5.3964423998	124.296901	124.997305	118.495983	2	56	1
liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg	5.63056897545	139.401413	138.018307	130.967428	16	56	2
centro/Rua_Doutor_Severino_Cruz__411__90.jpg	8.19669566993	128.611305	137.582194	136.705202	2	66	10
centro/Rua_Doutor_Severino_Cruz__411__270.jpg	4.78748100885	144.498691	145.224027	141.977536	0	84	0
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg	5.85040900565	140.519632	142.964596	140.693747	0	64	0
catole/Rua_Olegario_Mariano__139_180.jpg	5.3295813486	132.516969	136.157663	132.903721	3	33	13
catole/Rua_Doutor_Antonio_Telha__68__270.jpg	3.59771587281	125.487760	127.514404	120.395465	2	43	1
catole/Rua_Olegario_Mariano__139_270.jpg	6.96097466371	135.202174	136.802829	131.889030	0	29	3
centro/Avenida_Dom_Pedro_II__500_90.jpg	5.33540519589	129.926787	129.633376	126.628532	3	73	41
catole/Rua_Deputado_Ascendino_Moura__101__270.jpg	5.00569771768	130.496758	131.015820	121.776126	6	15	19
catole/Rua_Joao_Francisco_Mota__64__270.jpg	5.51207871457	126.428887	125.605205	117.998896	7	54	31
liberdade/Rua_Espirito_Santo__1288__0.jpg	5.88199332662	126.334404	127.991569	123.343815	19	42	10
liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg	4.7402790147	123.511149	125.277279	117.987002	11	44	16
centro/Avenida_Dom_Pedro_II__119_90.jpg	3.91449995939	125.609147	127.682314	123.584186	10	120	13
liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg	3.9466037376	139.906722	141.756686	135.041647	2	47	10
centro/Avenida_Dom_Pedro_II__119_270.jpg	3.10473884486	109.918890	112.234606	108.105700	0	97	2
catole/Rua_Otacilio_Nepomuceno__76_90.jpg	7.00739268788	129.535540	134.318838	130.701722	4	51	0
liberdade/Rua_Severino_Pimentel__321__180.jpg	5.47035711324	121.297383	121.176650	116.275986	1	17	3
catole/Rua_Deputado_Ascendino_Moura__101__90.jpg	4.87475349775	144.728932	149.899870	149.314124	3	60	1
centro/Rua_Manoel_P._de_Araujo__370_180.jpg	2.26367844349	120.920446	118.684710	111.464251	12	114	20
liberdade/Rua_Acre__635_270.jpg	5.30866032836	138.278320	138.776455	133.851165	1	144	21
centro/Avenida_Dom_Pedro_II__500_270.jpg	4.89692717674	133.810905	132.219281	128.191960	18	89	16
centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg	5.58776577113	136.950221	139.703047	134.954040	0	202	30
catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg	7.7226381636	125.929564	126.994183	118.131234	32	60	2
catole/Rua_Aluisio_Cunha_Linha__50__270.jpg	4.2774862352	129.821367	130.043005	119.405013	18	34	6
catole/Rua_Vigario_Calixto__1201_0.jpg	4.92731362946	142.369180	145.271709	141.056549	6	103	1
centro/Avenida_Presidente_Getulio_Vargas__271__90.jpg	4.16662393477	128.970573	130.787113	127.437249	15	158	13
centro/Rua_Capitao_Joao_de_Sa__45__180.jpg	3.21896536143	128.782845	126.983011	120.457803	17	72	27
catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg	4.45312589726	117.703577	116.063171	106.835853	5	50	8
catole/Rua_Olegario_Mariano__139_0.jpg	4.44154392632	129.873678	134.370033	132.239385	2	75	2
centro/Rua_Augusto_Severo__71_0.jpg	3.86504325491	131.773874	132.520160	127.058906	4	162	34
liberdade/Rua_Riachuelo__847__180.jpg	6.54723808363	117.794447	119.201494	109.527542	0	19	2
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg	4.72604599024	129.055622	128.052188	122.677731	4	62	2
catole/Rua_Honorio_de_Melo__240__270.jpg	6.70879813824	143.184323	144.190199	138.668711	19	45	12
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg	5.32756069909	117.162331	121.228779	115.941390	0	44	0
liberdade/Rua_Riachuelo__455__180.jpg	6.5404343808	131.701270	131.881937	124.783831	1	48	11
