"V1" "V2" "V3" "V4" "V5"
"138" "rodrigues_1602.jpg" 2 3 0.00302571860816944 0.666666666666667
"147" "rodrigues_1142.jpg" 2 2 0.00302571860816944 1
"155" "floriano_8022.jpg" 2 2 0.00302571860816944 1
"168" "floriano_1742.jpg" 2 2 0.00302571860816944 1
"171" "almirante_1182.jpg" 2 3 0.00302571860816944 0.666666666666667
"173" "rodrigues_502.jpg" 2 2 0.00302571860816944 1
"174" "floriano_4662.jpg" 2 2 0.00302571860816944 1
"177" "floriano_7002.jpg" 2 2 0.00302571860816944 1
"195" "almirante_1082.jpg" 2 8 0.00302571860816944 0.25
"212" "rodrigues_222.jpg" 2 5 0.00302571860816944 0.4
"213" "floriano_1482.jpg" 2 2 0.00302571860816944 1
"218" "rodrigues_1922.jpg" 2 7 0.00302571860816944 0.285714285714286
"228" "floriano_7742.jpg" 2 6 0.00302571860816944 0.333333333333333
"233" "rodrigues_902.jpg" 2 3 0.00302571860816944 0.666666666666667
"237" "rodrigues_1122.jpg" 2 2 0.00302571860816944 1
"241" "rodrigues_562.jpg" 2 2 0.00302571860816944 1
"2" "almirante_1862.jpg" 1 4 0.00151285930408472 0.25
"3" "floriano_7382.jpg" 1 1 0.00151285930408472 1
"4" "floriano_8262.jpg" 1 1 0.00151285930408472 1
"6" "floriano_6962.jpg" 1 1 0.00151285930408472 1
"8" "floriano_7302.jpg" 1 1 0.00151285930408472 1
"11" "floriano_7222.jpg" 1 3 0.00151285930408472 0.333333333333333
"12" "floriano_1662.jpg" 1 1 0.00151285930408472 1
"15" "floriano_1062.jpg" 1 3 0.00151285930408472 0.333333333333333
"18" "floriano_7482.jpg" 1 1 0.00151285930408472 1
"20" "floriano_3402.jpg" 1 1 0.00151285930408472 1
"22" "floriano_1822.jpg" 1 2 0.00151285930408472 0.5
"23" "rodrigues_802.jpg" 1 3 0.00151285930408472 0.333333333333333
"24" "floriano_1222.jpg" 1 1 0.00151285930408472 1
"28" "floriano_8622.jpg" 1 1 0.00151285930408472 1
"29" "floriano_1862.jpg" 1 1 0.00151285930408472 1
"30" "almirante_1362.jpg" 1 4 0.00151285930408472 0.25
"31" "floriano_2062.jpg" 1 1 0.00151285930408472 1
"32" "almirante_1402.jpg" 1 4 0.00151285930408472 0.25
"33" "almirante_822.jpg" 1 1 0.00151285930408472 1
"36" "floriano_4442.jpg" 1 11 0.00151285930408472 0.0909090909090909
"37" "floriano_542.jpg" 1 1 0.00151285930408472 1
"38" "floriano_2462.jpg" 1 2 0.00151285930408472 0.5
"42" "floriano_722.jpg" 1 1 0.00151285930408472 1
"43" "floriano_2022.jpg" 1 1 0.00151285930408472 1
"45" "rodrigues_1622.jpg" 1 1 0.00151285930408472 1
"46" "floriano_1122.jpg" 1 1 0.00151285930408472 1
"47" "almirante_1262.jpg" 1 2 0.00151285930408472 0.5
"48" "floriano_2662.jpg" 1 1 0.00151285930408472 1
"50" "floriano_2482.jpg" 1 1 0.00151285930408472 1
"52" "floriano_7262.jpg" 1 3 0.00151285930408472 0.333333333333333
"53" "floriano_662.jpg" 1 1 0.00151285930408472 1
"54" "almirante_1682.jpg" 1 3 0.00151285930408472 0.333333333333333
"56" "floriano_2722.jpg" 1 4 0.00151285930408472 0.25
"58" "floriano_6922.jpg" 1 1 0.00151285930408472 1
"59" "almirante_2022.jpg" 1 8 0.00151285930408472 0.125
"65" "floriano_1082.jpg" 1 3 0.00151285930408472 0.333333333333333
"66" "rodrigues_1542.jpg" 1 2 0.00151285930408472 0.5
"67" "rodrigues_1402.jpg" 1 2 0.00151285930408472 0.5
"70" "floriano_5402.jpg" 1 1 0.00151285930408472 1
"71" "floriano_7342.jpg" 1 1 0.00151285930408472 1
"72" "floriano_1922.jpg" 1 2 0.00151285930408472 0.5
"73" "almirante_1022.jpg" 1 4 0.00151285930408472 0.25
"74" "floriano_8522.jpg" 1 1 0.00151285930408472 1
"75" "floriano_422.jpg" 1 1 0.00151285930408472 1
"76" "floriano_8562.jpg" 1 2 0.00151285930408472 0.5
"77" "almirante_922.jpg" 1 2 0.00151285930408472 0.5
"84" "floriano_3162.jpg" 1 2 0.00151285930408472 0.5
"92" "floriano_582.jpg" 1 1 0.00151285930408472 1
"93" "almirante_1442.jpg" 1 3 0.00151285930408472 0.333333333333333
"94" "floriano_5162.jpg" 1 1 0.00151285930408472 1
"96" "almirante_1142.jpg" 1 4 0.00151285930408472 0.25
"97" "almirante_2162.jpg" 1 2 0.00151285930408472 0.5
"98" "rodrigues_262.jpg" 1 2 0.00151285930408472 0.5
"99" "rodrigues_1342.jpg" 1 1 0.00151285930408472 1
"101" "almirante_1302.jpg" 1 1 0.00151285930408472 1
"105" "rodrigues_942.jpg" 1 1 0.00151285930408472 1
"108" "floriano_7882.jpg" 1 1 0.00151285930408472 1
"109" "almirante_2122.jpg" 1 1 0.00151285930408472 1
"110" "rodrigues_1442.jpg" 1 3 0.00151285930408472 0.333333333333333
"111" "floriano_1022.jpg" 1 1 0.00151285930408472 1
"112" "rodrigues_1362.jpg" 1 2 0.00151285930408472 0.5
"115" "floriano_8362.jpg" 1 1 0.00151285930408472 1
"118" "floriano_6942.jpg" 1 1 0.00151285930408472 1
"121" "rodrigues_1302.jpg" 1 1 0.00151285930408472 1
"122" "floriano_4962.jpg" 1 2 0.00151285930408472 0.5
"124" "floriano_2702.jpg" 1 1 0.00151285930408472 1
"126" "floriano_2842.jpg" 1 1 0.00151285930408472 1
"129" "rodrigues_1502.jpg" 1 5 0.00151285930408472 0.2
"131" "floriano_1262.jpg" 1 2 0.00151285930408472 0.5
"132" "rodrigues_882.jpg" 1 1 0.00151285930408472 1
"134" "floriano_8282.jpg" 1 1 0.00151285930408472 1
"136" "floriano_1102.jpg" 1 3 0.00151285930408472 0.333333333333333
"137" "floriano_6842.jpg" 1 1 0.00151285930408472 1
"140" "floriano_1002.jpg" 1 1 0.00151285930408472 1
"142" "rodrigues_1062.jpg" 1 1 0.00151285930408472 1
"144" "floriano_1042.jpg" 1 1 0.00151285930408472 1
"145" "floriano_1902.jpg" 1 1 0.00151285930408472 1
"146" "floriano_3082.jpg" 1 1 0.00151285930408472 1
"148" "floriano_8642.jpg" 1 1 0.00151285930408472 1
"149" "floriano_4802.jpg" 1 1 0.00151285930408472 1
"150" "floriano_8502.jpg" 1 1 0.00151285930408472 1
"152" "almirante_162.jpg" 1 2 0.00151285930408472 0.5
"153" "floriano_262.jpg" 1 1 0.00151285930408472 1
"154" "rodrigues_842.jpg" 1 2 0.00151285930408472 0.5
"159" "floriano_8902.jpg" 1 1 0.00151285930408472 1
"160" "floriano_7182.jpg" 1 1 0.00151285930408472 1
"161" "floriano_922.jpg" 1 1 0.00151285930408472 1
"162" "rodrigues_982.jpg" 1 1 0.00151285930408472 1
"164" "floriano_8662.jpg" 1 2 0.00151285930408472 0.5
"165" "floriano_1942.jpg" 1 1 0.00151285930408472 1
"167" "floriano_6202.jpg" 1 11 0.00151285930408472 0.0909090909090909
"172" "floriano_942.jpg" 1 1 0.00151285930408472 1
"178" "rodrigues_602.jpg" 1 1 0.00151285930408472 1
"179" "rodrigues_1382.jpg" 1 2 0.00151285930408472 0.5
"180" "almirante_1342.jpg" 1 2 0.00151285930408472 0.5
"182" "floriano_2122.jpg" 1 1 0.00151285930408472 1
"183" "floriano_4622.jpg" 1 3 0.00151285930408472 0.333333333333333
"184" "floriano_3122.jpg" 1 1 0.00151285930408472 1
"185" "almirante_962.jpg" 1 5 0.00151285930408472 0.2
"186" "floriano_142.jpg" 1 1 0.00151285930408472 1
"188" "floriano_1982.jpg" 1 2 0.00151285930408472 0.5
"189" "floriano_2422.jpg" 1 1 0.00151285930408472 1
"190" "almirante_2.jpg" 1 2 0.00151285930408472 0.5
"191" "rodrigues_1842.jpg" 1 5 0.00151285930408472 0.2
"192" "floriano_2582.jpg" 1 1 0.00151285930408472 1
"194" "floriano_1502.jpg" 1 1 0.00151285930408472 1
"197" "floriano_5602.jpg" 1 1 0.00151285930408472 1
"198" "rodrigues_1282.jpg" 1 1 0.00151285930408472 1
"200" "floriano_3382.jpg" 1 1 0.00151285930408472 1
"202" "floriano_7102.jpg" 1 11 0.00151285930408472 0.0909090909090909
"203" "floriano_3982.jpg" 1 3 0.00151285930408472 0.333333333333333
"205" "floriano_8742.jpg" 1 1 0.00151285930408472 1
"207" "floriano_4862.jpg" 1 1 0.00151285930408472 1
"208" "almirante_42.jpg" 1 3 0.00151285930408472 0.333333333333333
"210" "floriano_42.jpg" 1 6 0.00151285930408472 0.166666666666667
"211" "rodrigues_1562.jpg" 1 2 0.00151285930408472 0.5
"214" "rodrigues_1782.jpg" 1 5 0.00151285930408472 0.2
"216" "floriano_7422.jpg" 1 1 0.00151285930408472 1
"222" "floriano_7642.jpg" 1 1 0.00151285930408472 1
"223" "almirante_1882.jpg" 1 4 0.00151285930408472 0.25
"224" "rodrigues_1162.jpg" 1 2 0.00151285930408472 0.5
"225" "floriano_1182.jpg" 1 1 0.00151285930408472 1
"227" "floriano_4582.jpg" 1 2 0.00151285930408472 0.5
"229" "floriano_2782.jpg" 1 2 0.00151285930408472 0.5
"230" "floriano_2282.jpg" 1 2 0.00151285930408472 0.5
"231" "floriano_9002.jpg" 1 1 0.00151285930408472 1
"235" "floriano_7442.jpg" 1 2 0.00151285930408472 0.5
"238" "floriano_3202.jpg" 1 1 0.00151285930408472 1
"242" "almirante_302.jpg" 1 4 0.00151285930408472 0.25
"243" "floriano_8242.jpg" 1 1 0.00151285930408472 1
"244" "rodrigues_1722.jpg" 1 1 0.00151285930408472 1
"245" "rodrigues_1662.jpg" 1 2 0.00151285930408472 0.5
