liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg 33.3333333333333 0 1 0 3.25 3 4 25 4 1.19230769230769 No liberdade
liberdade/Rua_Riachuelo__930__0.jpg 36 0 1.6 0 4 0 3.20833333333333 10 5 0.6 No liberdade
centro/Rua_Elias_Aforas__67__180.jpg 36.6666666666667 0 8.25 0 3 0 1 29.0714285714286 5.6 1 Yes centro
liberdade/Rua_Espirito_Santo__1288__0.jpg 24.5 0 1 1 3.16666666666667 0 1 10.7857142857143 6.5 0.333333333333333 No liberdade
liberdade/Rua_Riachuelo__847__0.jpg 39.2 0 4 0 4.25 0 5 10.5 4 0 No liberdade
catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg 26.5 1 0 0 4 0 3.25 13.5 6.5 0 No catole
centro/Rua_Elias_Aforas__67__0.jpg 32.5 0 10.6 0 2.75 0 2 29 3.62962962962963 1 No centro
catole/Rua_Doutor_Antonio_Telha__235_180.jpg 77 3 3 0 3.66666666666667 2 11 11.5 8.68421052631579 1 No catole
centro/Avenida_Dom_Pedro_II__500_90.jpg 26 1.33333333333333 7.66666666666667 0.833333333333333 3.83333333333333 1 4 20 4.5 0.833333333333333 No centro
catole/Rua_Otacilio_Nepomuceno__76_0.jpg 42.6666666666667 0 3 0 4 0 6 10 1.75 0 No catole
liberdade/Rua_Edesio_Silva__602__0.jpg 30.4166666666667 0.5 0.5 0 3.625 0 6 10 4.5 0 No liberdade
liberdade/Rua_Odon_Bezerra__306_90.jpg 40 4.02222222222222 1.02222222222222 0 3.46581196581197 2 4 27.75 6.5 1 No liberdade
liberdade/Rua_Riachuelo__455__180.jpg 31 0 0 0 3 0 3 14.25 4.5 0 No liberdade
catole/Rua_Olegario_Mariano__139_180.jpg 32 0 0 0 3.25 0 2 19.2 8 0 Yes catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg 45.3333333333333 2.05555555555556 8 0 4 0.888888888888889 12 10.9411764705882 3 0 No catole
liberdade/Rua_Severino_Pimentel__439__0.jpg 30.5 0.0833333333333333 0 0 3.5 0.380952380952381 5 10 4 2 No liberdade
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg 57 1 3.5 0 3 2 6 15 3 0.142857142857143 No catole
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg 34 0 11 0 2.5 1 2 13.5 3 2.13333333333333 No catole
catole/Rua_Joao_Francisco_Mota__64__270.jpg 35.3333333333333 1 1 0 4 0.666666666666667 6 12.5 4 0 No catole
centro/Avenida_Barao_Rio_Branco__141_90.jpg 36.2105263157895 0 12 0 3.71428571428571 1 4 10 5 1 No centro
liberdade/Rua_Severino_Pimentel__321__180.jpg 32 0 0.111111111111111 0 4 0 7 10 5 0 No liberdade
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg 42.6666666666667 0 11.5 0 3 0 7 10 2.5 2 No catole
centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg 16 1.5 0 1 3 4.35 1 11.6666666666667 6 8 No centro
centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg 27 1 2 0 4.25 3 1 47 6 4.6 No centro
liberdade/Rua_Acre__635_90.jpg 36.5 0.5 0 0 3.5 6 6.5 10 6 0 No liberdade
centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg 39.3333333333333 2 11 0 3.75 1 4 20.5 4.5 0.6 Yes centro
catole/Rua_Otacilio_Nepomuceno__76_90.jpg 45.5454545454545 0 0.25 0 4 1 7 12.8095238095238 4 1 No catole
liberdade/Rua_Riachuelo__847__180.jpg 38 0 2 0 3.5 0 4.85 10.375 4 0 No liberdade
catole/Rua_Olegario_Mariano__139_90.jpg 38 0.5 0 0 3.33333333333333 0 2 15 3 0 No catole
catole/Rua_Luisa_Bezerra_Mota__246_90.jpg 46 0 1.55555555555556 0 4 1 7 10 2.5 0 No catole
catole/Rua_Olegario_Mariano__139_270.jpg 37.7826086956522 0 3.25 0 4 0 3 12.5 4.46666666666667 0 No catole
centro/Avenida_Barao_Rio_Branco__141_270.jpg 28.8 3.15384615384615 5.92307692307692 0 4.5 0 4.33333333333333 18.5 3.66666666666667 0.0833333333333333 No centro
catole/Rua_Honorio_de_Melo__240__270.jpg 37.3333333333333 0 0 0 3 0 1 17.5 4.9 0 No catole
catole/Rua_Luisa_Bezerra_Mota__246_270.jpg 45.6666666666667 1 0 0 3.5 1 6 8.75 1 0 No catole
centro/Rua_Quebra_Quilos__399__270.jpg 47.3333333333333 2.44444444444444 2.55555555555556 0 4 0 5.66666666666667 20 5.13636363636364 0 No centro
catole/Rua_Joao_Francisco_Mota__64__90.jpg 31.1935483870968 0.105263157894737 0.394736842105263 0.447368421052632 4 0 5 10.2 7 1 No catole
catole/Rua_Honorio_de_Melo__240__90.jpg 40 0 3 0 5 0 2.2 15 5.5 0 No catole
catole/Rua_Inacio_Marques_da_Silva__434_270.jpg 37.1904761904762 0 0.333333333333333 0 4.375 0 0 10 1 0 No catole
centro/Rua_Doutor_Severino_Cruz__411__90.jpg 39.5945945945946 4 0 0 4.50769230769231 0.333333333333333 4.27777777777778 0 0 0 No centro
