comparison_id,date,ip_address,voter_latitude,voter_longitude,study,question,chosen_id,chosen_latitude,chosen_longitude,chosen_pitch,chosen_heading,chosen_region_name,chosen_image_url,rejected_id,rejected_latitude,rejected_longitude,rejected_pitch,rejected_heading,rejected_region_name,rejected_image_url
100316,2013-05-21 09:07:24 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100322,2013-05-21 09:07:45 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100324,2013-05-21 09:07:54 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43260,50.075053,14.46743,-8,80,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075053%2C14.46743&heading=80&pitch=-8&sensor=false,43244,50.058382,14.452535,-5,57,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.058382%2C14.452535&heading=57&pitch=-5&sensor=false
100326,2013-05-21 09:08:00 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43258,50.074156,14.435626,5,168,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.074156%2C14.435626&heading=168&pitch=5&sensor=false,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false
100328,2013-05-21 09:08:05 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100329,2013-05-21 09:08:10 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43255,50.082618,14.459361,-10,289,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.082618%2C14.459361&heading=289&pitch=-10&sensor=false
100330,2013-05-21 09:08:10 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43246,50.0806,14.408017,3,43,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.0806%2C14.408017&heading=43&pitch=3&sensor=false,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false
100331,2013-05-21 09:08:16 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false
100333,2013-05-21 09:08:22 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43253,50.069278,14.452808,14,305,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.069278%2C14.452808&heading=305&pitch=14&sensor=false,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false
100334,2013-05-21 09:08:27 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false,43242,50.083673,14.466905,-5,110,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.083673%2C14.466905&heading=110&pitch=-5&sensor=false
100335,2013-05-21 09:08:35 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100336,2013-05-21 09:08:36 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false
100337,2013-05-21 09:08:40 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100339,2013-05-21 09:08:45 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43244,50.058382,14.452535,-5,57,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.058382%2C14.452535&heading=57&pitch=-5&sensor=false,43242,50.083673,14.466905,-5,110,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.083673%2C14.466905&heading=110&pitch=-5&sensor=false
100341,2013-05-21 09:08:50 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43248,50.08619,14.42374,-4,230,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08619%2C14.42374&heading=230&pitch=-4&sensor=false,43244,50.058382,14.452535,-5,57,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.058382%2C14.452535&heading=57&pitch=-5&sensor=false
100343,2013-05-21 09:09:03 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43248,50.08619,14.42374,-4,230,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08619%2C14.42374&heading=230&pitch=-4&sensor=false,43242,50.083673,14.466905,-5,110,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.083673%2C14.466905&heading=110&pitch=-5&sensor=false
100353,2013-05-21 09:11:09 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43254,50.08438,14.413472,-1,330,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08438%2C14.413472&heading=330&pitch=-1&sensor=false,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false
100354,2013-05-21 09:11:18 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false
100356,2013-05-21 09:11:26 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43260,50.075053,14.46743,-8,80,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075053%2C14.46743&heading=80&pitch=-8&sensor=false,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false
100358,2013-05-21 09:11:33 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
100362,2013-05-21 09:11:56 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43253,50.069278,14.452808,14,305,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.069278%2C14.452808&heading=305&pitch=14&sensor=false,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false
100366,2013-05-21 09:12:16 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false
100367,2013-05-21 09:12:23 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43248,50.08619,14.42374,-4,230,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08619%2C14.42374&heading=230&pitch=-4&sensor=false,43255,50.082618,14.459361,-10,289,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.082618%2C14.459361&heading=289&pitch=-10&sensor=false
100369,2013-05-21 09:12:36 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false
100372,2013-05-21 09:12:44 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43260,50.075053,14.46743,-8,80,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075053%2C14.46743&heading=80&pitch=-8&sensor=false,43247,50.087712,14.453056,1,9,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.087712%2C14.453056&heading=9&pitch=1&sensor=false
100374,2013-05-21 09:12:52 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false
100379,2013-05-21 09:13:03 UTC,86.6.140.44,51.5142,-0.0931,street-safety--3,Which place looks safer?,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false
100538,2013-05-21 09:33:50 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43258,50.074156,14.435626,5,168,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.074156%2C14.435626&heading=168&pitch=5&sensor=false,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false
101357,2013-05-21 10:44:14 UTC,182.64.146.216,30.7343,76.7933,street-safety--3,Which place looks safer?,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false
102346,2013-05-21 12:23:58 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false
102348,2013-05-21 12:24:11 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false,43259,50.08163,14.42687,-3,143,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08163%2C14.42687&heading=143&pitch=-3&sensor=false
102350,2013-05-21 12:24:20 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43244,50.058382,14.452535,-5,57,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.058382%2C14.452535&heading=57&pitch=-5&sensor=false,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false
102352,2013-05-21 12:24:30 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false,43259,50.08163,14.42687,-3,143,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08163%2C14.42687&heading=143&pitch=-3&sensor=false
102354,2013-05-21 12:24:55 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false,43258,50.074156,14.435626,5,168,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.074156%2C14.435626&heading=168&pitch=5&sensor=false
102355,2013-05-21 12:25:04 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43260,50.075053,14.46743,-8,80,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075053%2C14.46743&heading=80&pitch=-8&sensor=false,43241,50.07157,14.413873,-8,343,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.07157%2C14.413873&heading=343&pitch=-8&sensor=false
102356,2013-05-21 12:25:19 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43259,50.08163,14.42687,-3,143,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08163%2C14.42687&heading=143&pitch=-3&sensor=false,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false
102358,2013-05-21 12:25:57 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false
102359,2013-05-21 12:26:01 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43253,50.069278,14.452808,14,305,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.069278%2C14.452808&heading=305&pitch=14&sensor=false,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false
102360,2013-05-21 12:26:05 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
102361,2013-05-21 12:26:09 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43248,50.08619,14.42374,-4,230,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08619%2C14.42374&heading=230&pitch=-4&sensor=false,43258,50.074156,14.435626,5,168,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.074156%2C14.435626&heading=168&pitch=5&sensor=false
102362,2013-05-21 12:26:12 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
102363,2013-05-21 12:26:17 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false,43245,50.075144,14.459418,-10,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075144%2C14.459418&heading=167&pitch=-10&sensor=false
102364,2013-05-21 12:26:19 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43248,50.08619,14.42374,-4,230,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08619%2C14.42374&heading=230&pitch=-4&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
102365,2013-05-21 12:26:24 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43254,50.08438,14.413472,-1,330,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08438%2C14.413472&heading=330&pitch=-1&sensor=false,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false
102366,2013-05-21 12:26:28 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43259,50.08163,14.42687,-3,143,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.08163%2C14.42687&heading=143&pitch=-3&sensor=false,43255,50.082618,14.459361,-10,289,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.082618%2C14.459361&heading=289&pitch=-10&sensor=false
102367,2013-05-21 12:26:30 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43269,50.065262,14.420805,0,187,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.065262%2C14.420805&heading=187&pitch=0&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
102368,2013-05-21 12:26:33 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false,43260,50.075053,14.46743,-8,80,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.075053%2C14.46743&heading=80&pitch=-8&sensor=false
102369,2013-05-21 12:26:36 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43253,50.069278,14.452808,14,305,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.069278%2C14.452808&heading=305&pitch=14&sensor=false,43256,50.077184,14.449449,-1,198,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.077184%2C14.449449&heading=198&pitch=-1&sensor=false
102370,2013-05-21 12:26:50 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43243,50.070095,14.443004,7,224,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.070095%2C14.443004&heading=224&pitch=7&sensor=false,43252,50.063531,14.462757,-19,78,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.063531%2C14.462757&heading=78&pitch=-19&sensor=false
102371,2013-05-21 12:26:52 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43258,50.074156,14.435626,5,168,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.074156%2C14.435626&heading=168&pitch=5&sensor=false,43249,50.079142,14.433029,0,348,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.079142%2C14.433029&heading=348&pitch=0&sensor=false
102372,2013-05-21 12:26:55 UTC,78.45.4.79,50.0833,14.4667,street-safety--3,Which place looks safer?,43251,50.068305,14.470019,-3,263,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.068305%2C14.470019&heading=263&pitch=-3&sensor=false,43250,50.062509,14.429762,-5,167,Prague's main streets,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=50.062509%2C14.429762&heading=167&pitch=-5&sensor=false
